id,model_name,layer,column_name,expression,origin_table,origin_column,transformation_type,transformation_chain,transformation_chain_plain,description
CL0749,stg_sap__t001,staging,BUKRS,BUKRS,raw_sap.t001,BUKRS,direct,,,
CL0750,stg_sap__t001,staging,BUTXT,BUTXT,raw_sap.t001,BUTXT,direct,,,
CL0751,stg_sap__t001,staging,ORT01,ORT01,raw_sap.t001,ORT01,direct,,,
CL0752,stg_sap__t001,staging,LAND1,LAND1,raw_sap.t001,LAND1,direct,,,
CL0753,stg_sap__t001,staging,WAERS,WAERS,raw_sap.t001,WAERS,direct,,,
CL0754,stg_sap__t001,staging,SPRAS,SPRAS,raw_sap.t001,SPRAS,direct,,,
CL0755,stg_sap__t001,staging,record_source,'SAP_FI_T001',raw_sap.t001,record_source,constant,,,
CL0756,stg_sap__t001,staging,load_date,CURRENT_TIMESTAMP,raw_sap.t001,CURRENT_TIMESTAMP,direct,,,
CL0757,stg_sap__t001l,staging,WERKS,WERKS,raw_sap.t001l,WERKS,direct,,,
CL0758,stg_sap__t001l,staging,LGORT,LGORT,raw_sap.t001l,LGORT,direct,,,
CL0759,stg_sap__t001l,staging,LGOBE,LGOBE,raw_sap.t001l,LGOBE,direct,,,
CL0760,stg_sap__t001l,staging,record_source,'SAP_MM_T001L',raw_sap.t001l,record_source,constant,,,
CL0761,stg_sap__t001l,staging,load_date,CURRENT_TIMESTAMP,raw_sap.t001l,CURRENT_TIMESTAMP,direct,,,
CL0762,stg_sap__t001w,staging,WERKS,WERKS,raw_sap.t001w,WERKS,direct,,,
CL0763,stg_sap__t001w,staging,NAME1,NAME1,raw_sap.t001w,NAME1,direct,,,
CL0764,stg_sap__t001w,staging,ORT01,ORT01,raw_sap.t001w,ORT01,direct,,,
CL0765,stg_sap__t001w,staging,LAND1,LAND1,raw_sap.t001w,LAND1,direct,,,
CL0766,stg_sap__t001w,staging,BUKRS,BUKRS,raw_sap.t001w,BUKRS,direct,,,
CL0767,stg_sap__t001w,staging,record_source,'SAP_MM_T001W',raw_sap.t001w,record_source,constant,,,
CL0768,stg_sap__t001w,staging,load_date,CURRENT_TIMESTAMP,raw_sap.t001w,CURRENT_TIMESTAMP,direct,,,
CL0769,stg_sap__t023,staging,MATKL,MATKL,raw_sap.t023,MATKL,direct,,,
CL0770,stg_sap__t023,staging,WGBEZ,WGBEZ,raw_sap.t023,WGBEZ,direct,,,
CL0771,stg_sap__t023,staging,record_source,'SAP_MM_T023',raw_sap.t023,record_source,constant,,,
CL0772,stg_sap__t023,staging,load_date,CURRENT_TIMESTAMP,raw_sap.t023,CURRENT_TIMESTAMP,direct,,,
CL0773,stg_sap__t024,staging,EKGRP,EKGRP,raw_sap.t024,EKGRP,direct,,,
CL0774,stg_sap__t024,staging,EKNAM,EKNAM,raw_sap.t024,EKNAM,direct,,,
CL0775,stg_sap__t024,staging,record_source,'SAP_MM_T024',raw_sap.t024,record_source,constant,,,
CL0776,stg_sap__t024,staging,load_date,CURRENT_TIMESTAMP,raw_sap.t024,CURRENT_TIMESTAMP,direct,,,
CL0777,stg_sap__t024e,staging,EKORG,EKORG,raw_sap.t024e,EKORG,direct,,,
CL0778,stg_sap__t024e,staging,EKOTX,EKOTX,raw_sap.t024e,EKOTX,direct,,,
CL0779,stg_sap__t024e,staging,BUKRS,BUKRS,raw_sap.t024e,BUKRS,direct,,,
CL0780,stg_sap__t024e,staging,LAND1,LAND1,raw_sap.t024e,LAND1,direct,,,
CL0781,stg_sap__t024e,staging,record_source,'SAP_MM_T024E',raw_sap.t024e,record_source,constant,,,
CL0782,stg_sap__t024e,staging,load_date,CURRENT_TIMESTAMP,raw_sap.t024e,CURRENT_TIMESTAMP,direct,,,
CL0783,stg_sap__t156,staging,BWART,BWART,raw_sap.t156,BWART,direct,,,
CL0784,stg_sap__t156,staging,BWARK,BWARK,raw_sap.t156,BWARK,direct,,,
CL0785,stg_sap__t156,staging,KZBEW,KZBEW,raw_sap.t156,KZBEW,direct,,,
CL0786,stg_sap__t156,staging,SHKZG,SHKZG,raw_sap.t156,SHKZG,direct,,,
CL0787,stg_sap__t156,staging,record_source,'SAP_MM_T156',raw_sap.t156,record_source,constant,,,
CL0788,stg_sap__t156,staging,load_date,CURRENT_TIMESTAMP,raw_sap.t156,CURRENT_TIMESTAMP,direct,,,
CL0789,stg_sap__t156t,staging,BWART,BWART,raw_sap.t156t,BWART,direct,,,
CL0790,stg_sap__t156t,staging,SPRAS,SPRAS,raw_sap.t156t,SPRAS,direct,,,
CL0791,stg_sap__t156t,staging,BTEXT,BTEXT,raw_sap.t156t,BTEXT,direct,,,
CL0792,stg_sap__t156t,staging,LTEXT,LTEXT,raw_sap.t156t,LTEXT,direct,,,
CL0793,stg_sap__t156t,staging,record_source,'SAP_MM_T156T',raw_sap.t156t,record_source,constant,,,
CL0794,stg_sap__t156t,staging,load_date,CURRENT_TIMESTAMP,raw_sap.t156t,CURRENT_TIMESTAMP,direct,,,
CL0795,stg_sap__vbak,staging,VBELN,VBELN,raw_sap.vbak,VBELN,direct,,,
CL0796,stg_sap__vbak,staging,ERDAT,"CASE WHEN ERDAT IS NOT NULL AND ERDAT != '' AND LENGTH(ERDAT) = 8
        THEN CAST(SUBSTR(ERDAT, 1, 4) || '-' || SUBSTR(ERDAT, 5, 2) || '-' || SUBSTR(ERDAT, 7, 2) AS DATE)
        ELSE NULL
    END",raw_sap.vbak,ERDAT,case_when,,,
CL0797,stg_sap__vbak,staging,AUDAT,"CASE WHEN AUDAT IS NOT NULL AND AUDAT != '' AND LENGTH(AUDAT) = 8
        THEN CAST(SUBSTR(AUDAT, 1, 4) || '-' || SUBSTR(AUDAT, 5, 2) || '-' || SUBSTR(AUDAT, 7, 2) AS DATE)
        ELSE NULL
    END",raw_sap.vbak,AUDAT,case_when,,,
CL0798,stg_sap__vbak,staging,AUART,AUART,raw_sap.vbak,AUART,direct,,,
CL0799,stg_sap__vbak,staging,VKORG,VKORG,raw_sap.vbak,VKORG,direct,,,
CL0800,stg_sap__vbak,staging,VTWEG,VTWEG,raw_sap.vbak,VTWEG,direct,,,
CL0801,stg_sap__vbak,staging,SPART,SPART,raw_sap.vbak,SPART,direct,,,
CL0802,stg_sap__vbak,staging,KUNNR,KUNNR,raw_sap.vbak,KUNNR,direct,,,
CL0803,stg_sap__vbak,staging,NETWR,"CAST(NETWR AS DECIMAL(15, 2))",raw_sap.vbak,NETWR,type_cast,,,
CL0804,stg_sap__vbak,staging,WAERK,WAERK,raw_sap.vbak,WAERK,direct,,,
CL0805,stg_sap__vbak,staging,record_source,'SAP_SD_VBAK',raw_sap.vbak,record_source,constant,,,
CL0806,stg_sap__vbak,staging,load_date,CURRENT_TIMESTAMP,raw_sap.vbak,CURRENT_TIMESTAMP,direct,,,
CL0807,stg_sap__vbap,staging,VBELN,VBELN,raw_sap.vbap,VBELN,direct,,,
CL0808,stg_sap__vbap,staging,POSNR,POSNR,raw_sap.vbap,POSNR,direct,,,
CL0809,stg_sap__vbap,staging,MATNR,MATNR,raw_sap.vbap,MATNR,direct,,,
CL0810,stg_sap__vbap,staging,ARKTX,ARKTX,raw_sap.vbap,ARKTX,direct,,,
CL0811,stg_sap__vbap,staging,MATKL,MATKL,raw_sap.vbap,MATKL,direct,,,
CL0812,stg_sap__vbap,staging,KWMENG,"CAST(KWMENG AS DECIMAL(13, 3))",raw_sap.vbap,KWMENG,type_cast,,,
CL0813,stg_sap__vbap,staging,VRKME,VRKME,raw_sap.vbap,VRKME,direct,,,
CL0814,stg_sap__vbap,staging,NETWR,"CAST(NETWR AS DECIMAL(15, 2))",raw_sap.vbap,NETWR,type_cast,,,
CL0815,stg_sap__vbap,staging,WERKS,WERKS,raw_sap.vbap,WERKS,direct,,,
CL0816,stg_sap__vbap,staging,SERNR,SERNR,raw_sap.vbap,SERNR,direct,,,
CL0817,stg_sap__vbap,staging,record_source,'SAP_SD_VBAP',raw_sap.vbap,record_source,constant,,,
CL0818,stg_sap__vbap,staging,load_date,CURRENT_TIMESTAMP,raw_sap.vbap,CURRENT_TIMESTAMP,direct,,,
CL0819,stg_sap__vbrk,staging,VBELN,VBELN,raw_sap.vbrk,VBELN,direct,,,
CL0820,stg_sap__vbrk,staging,FKART,FKART,raw_sap.vbrk,FKART,direct,,,
CL0821,stg_sap__vbrk,staging,VBTYP,VBTYP,raw_sap.vbrk,VBTYP,direct,,,
CL0822,stg_sap__vbrk,staging,FKDAT,"CASE WHEN FKDAT IS NOT NULL AND FKDAT != '' AND LENGTH(FKDAT) = 8
        THEN CAST(SUBSTR(FKDAT, 1, 4) || '-' || SUBSTR(FKDAT, 5, 2) || '-' || SUBSTR(FKDAT, 7, 2) AS DATE)
        ELSE NULL
    END",raw_sap.vbrk,FKDAT,case_when,,,
CL0823,stg_sap__vbrk,staging,ERDAT,"CASE WHEN ERDAT IS NOT NULL AND ERDAT != '' AND LENGTH(ERDAT) = 8
        THEN CAST(SUBSTR(ERDAT, 1, 4) || '-' || SUBSTR(ERDAT, 5, 2) || '-' || SUBSTR(ERDAT, 7, 2) AS DATE)
        ELSE NULL
    END",raw_sap.vbrk,ERDAT,case_when,,,
CL0824,stg_sap__vbrk,staging,KUNRG,KUNRG,raw_sap.vbrk,KUNRG,direct,,,
CL0825,stg_sap__vbrk,staging,KUNAG,KUNAG,raw_sap.vbrk,KUNAG,direct,,,
CL0826,stg_sap__vbrk,staging,NETWR,"CAST(NETWR AS DECIMAL(15, 2))",raw_sap.vbrk,NETWR,type_cast,,,
CL0827,stg_sap__vbrk,staging,MWSBK,"CAST(MWSBK AS DECIMAL(15, 2))",raw_sap.vbrk,MWSBK,type_cast,,,
CL0828,stg_sap__vbrk,staging,WAERK,WAERK,raw_sap.vbrk,WAERK,direct,,,
CL0829,stg_sap__vbrk,staging,VKORG,VKORG,raw_sap.vbrk,VKORG,direct,,,
CL0830,stg_sap__vbrk,staging,FKSTO,FKSTO,raw_sap.vbrk,FKSTO,direct,,,
CL0831,stg_sap__vbrk,staging,BUKRS,BUKRS,raw_sap.vbrk,BUKRS,direct,,,
CL0832,stg_sap__vbrk,staging,record_source,'SAP_SD_VBRK',raw_sap.vbrk,record_source,constant,,,
CL0833,stg_sap__vbrk,staging,load_date,CURRENT_TIMESTAMP,raw_sap.vbrk,CURRENT_TIMESTAMP,direct,,,
CL0834,stg_sap__vbrp,staging,VBELN,VBELN,raw_sap.vbrp,VBELN,direct,,,
CL0835,stg_sap__vbrp,staging,POSNR,POSNR,raw_sap.vbrp,POSNR,direct,,,
CL0836,stg_sap__vbrp,staging,FKIMG,"CAST(FKIMG AS DECIMAL(13, 3))",raw_sap.vbrp,FKIMG,type_cast,,,
CL0837,stg_sap__vbrp,staging,VRKME,VRKME,raw_sap.vbrp,VRKME,direct,,,
CL0838,stg_sap__vbrp,staging,NETWR,"CAST(NETWR AS DECIMAL(15, 2))",raw_sap.vbrp,NETWR,type_cast,,,
CL0839,stg_sap__vbrp,staging,MATNR,MATNR,raw_sap.vbrp,MATNR,direct,,,
CL0840,stg_sap__vbrp,staging,ARKTX,ARKTX,raw_sap.vbrp,ARKTX,direct,,,
CL0841,stg_sap__vbrp,staging,MATKL,MATKL,raw_sap.vbrp,MATKL,direct,,,
CL0842,stg_sap__vbrp,staging,WERKS,WERKS,raw_sap.vbrp,WERKS,direct,,,
CL0843,stg_sap__vbrp,staging,AUBEL,AUBEL,raw_sap.vbrp,AUBEL,direct,,,
CL0844,stg_sap__vbrp,staging,AUPOS,AUPOS,raw_sap.vbrp,AUPOS,direct,,,
CL0845,stg_sap__vbrp,staging,PRSDT,"CASE WHEN PRSDT IS NOT NULL AND PRSDT != '' AND LENGTH(PRSDT) = 8
        THEN CAST(SUBSTR(PRSDT, 1, 4) || '-' || SUBSTR(PRSDT, 5, 2) || '-' || SUBSTR(PRSDT, 7, 2) AS DATE)
        ELSE NULL
    END",raw_sap.vbrp,PRSDT,case_when,,,
CL0846,stg_sap__vbrp,staging,record_source,'SAP_SD_VBRP',raw_sap.vbrp,record_source,constant,,,
CL0847,stg_sap__vbrp,staging,load_date,CURRENT_TIMESTAMP,raw_sap.vbrp,CURRENT_TIMESTAMP,direct,,,
CL0848,stg_sap__zmm_approval_log,staging,APPROVAL_ID,APPROVAL_ID,raw_sap.zmm_approval_log,APPROVAL_ID,direct,,,
CL0849,stg_sap__zmm_approval_log,staging,BELNR,BELNR,raw_sap.zmm_approval_log,BELNR,direct,,,
CL0850,stg_sap__zmm_approval_log,staging,GJAHR,GJAHR,raw_sap.zmm_approval_log,GJAHR,direct,,,
CL0851,stg_sap__zmm_approval_log,staging,EBELN,EBELN,raw_sap.zmm_approval_log,EBELN,direct,,,
CL0852,stg_sap__zmm_approval_log,staging,EBELP,EBELP,raw_sap.zmm_approval_log,EBELP,direct,,,
CL0853,stg_sap__zmm_approval_log,staging,APPR_STATUS,APPR_STATUS,raw_sap.zmm_approval_log,APPR_STATUS,direct,,,
CL0854,stg_sap__zmm_approval_log,staging,APPR_DATE,APPR_DATE,raw_sap.zmm_approval_log,APPR_DATE,direct,,,
CL0855,stg_sap__zmm_approval_log,staging,APPR_USER,APPR_USER,raw_sap.zmm_approval_log,APPR_USER,direct,,,
CL0856,stg_sap__zmm_approval_log,staging,REASON_CODE,REASON_CODE,raw_sap.zmm_approval_log,REASON_CODE,direct,,,
CL0857,stg_sap__zmm_approval_log,staging,TOL_AMT,"CAST(TOL_AMT AS DECIMAL(13, 2))",raw_sap.zmm_approval_log,TOL_AMT,type_cast,,,
CL0858,stg_sap__zmm_approval_log,staging,SGTXT,SGTXT,raw_sap.zmm_approval_log,SGTXT,direct,,,
CL0859,stg_sap__zmm_approval_log,staging,record_source,'SAP_MM_ZMM_APPROVAL_LOG',raw_sap.zmm_approval_log,record_source,constant,,,
CL0860,stg_sap__zmm_approval_log,staging,load_date,CURRENT_TIMESTAMP,raw_sap.zmm_approval_log,CURRENT_TIMESTAMP,direct,,,
CL0861,stg_sap__zmm_material_business,staging,MATNR,MATNR,raw_sap.zmm_material_business,MATNR,direct,,,
CL0862,stg_sap__zmm_material_business,staging,LIFECYCLE_MONTHS,CAST(LIFECYCLE_MONTHS AS INTEGER),raw_sap.zmm_material_business,LIFECYCLE_MONTHS,type_cast,,,
CL0863,stg_sap__zmm_material_business,staging,PRIMARY_VENDOR_ID,PRIMARY_VENDOR_ID,raw_sap.zmm_material_business,PRIMARY_VENDOR_ID,direct,,,
CL0864,stg_sap__zmm_material_business,staging,NOTES,NOTES,raw_sap.zmm_material_business,NOTES,direct,,,
CL0865,stg_sap__zmm_material_business,staging,record_source,'SAP_MM_ZMM_MATERIAL_BUSINESS',raw_sap.zmm_material_business,record_source,constant,,,
CL0866,stg_sap__zmm_material_business,staging,load_date,CURRENT_TIMESTAMP,raw_sap.zmm_material_business,CURRENT_TIMESTAMP,direct,,,
CL0867,stg_sap__zmm_vendor_business,staging,LIFNR,LIFNR,raw_sap.zmm_vendor_business,LIFNR,direct,,,
CL0868,stg_sap__zmm_vendor_business,staging,EQUIPMENT_TYPES,EQUIPMENT_TYPES,raw_sap.zmm_vendor_business,EQUIPMENT_TYPES,direct,,,
CL0869,stg_sap__zmm_vendor_business,staging,CONTRACT_STATUS,CONTRACT_STATUS,raw_sap.zmm_vendor_business,CONTRACT_STATUS,direct,,,
CL0870,stg_sap__zmm_vendor_business,staging,QUALITY_RATING,QUALITY_RATING,raw_sap.zmm_vendor_business,QUALITY_RATING,direct,,,
CL0871,stg_sap__zmm_vendor_business,staging,NOTES,NOTES,raw_sap.zmm_vendor_business,NOTES,direct,,,
CL0872,stg_sap__zmm_vendor_business,staging,record_source,'SAP_MM_ZMM_VENDOR_BUSINESS',raw_sap.zmm_vendor_business,record_source,constant,,,
CL0873,stg_sap__zmm_vendor_business,staging,load_date,CURRENT_TIMESTAMP,raw_sap.zmm_vendor_business,CURRENT_TIMESTAMP,direct,,,
CL0874,hub_accounting_document,vault,hk_accounting_document,hk_accounting_document,stg_sap__bkpf,hk_accounting_document,direct,,,
CL0875,hub_accounting_document,vault,accounting_document_number,BELNR,stg_sap__bkpf,BELNR,direct,,,
CL0876,hub_accounting_document,vault,fiscal_year,GJAHR,stg_sap__bkpf,GJAHR,direct,,,
CL0877,hub_accounting_document,vault,company_code,BUKRS,stg_sap__bkpf,BUKRS,direct,,,
CL0878,hub_accounting_document,vault,load_date,load_date,stg_sap__bkpf,load_date,direct,,,
CL0879,hub_accounting_document,vault,record_source,record_source,stg_sap__bkpf,record_source,direct,,,
CL0880,hub_billing_document,vault,hk_billing_doc,hk_billing_doc,stg_sap__vbrk,hk_billing_doc,direct,,,
CL0881,hub_billing_document,vault,billing_document_number,VBELN,stg_sap__vbrk,VBELN,direct,,,
CL0882,hub_billing_document,vault,load_date,load_date,stg_sap__vbrk,load_date,direct,,,
CL0883,hub_billing_document,vault,record_source,record_source,stg_sap__vbrk,record_source,direct,,,
CL0884,hub_customer,vault,hk_customer,hk_customer,stg_sap__kna1,hk_customer,direct,,,
CL0885,hub_customer,vault,customer_id,KUNNR,stg_sap__kna1,KUNNR,direct,,,
CL0886,hub_customer,vault,load_date,load_date,stg_sap__kna1,load_date,direct,,,
CL0887,hub_customer,vault,record_source,record_source,stg_sap__kna1,record_source,direct,,,
CL0888,hub_equipment,vault,hk_equipment,hk_equipment,stg_sap__equi,hk_equipment,direct,,,
CL0889,hub_equipment,vault,equipment_number,EQUNR,stg_sap__equi,EQUNR,direct,,,
CL0890,hub_equipment,vault,load_date,load_date,stg_sap__equi,load_date,direct,,,
CL0891,hub_equipment,vault,record_source,record_source,stg_sap__equi,record_source,direct,,,
CL0892,hub_invoice,vault,hk_invoice,hk_invoice,stg_sap__rbkp,hk_invoice,direct,,,
CL0893,hub_invoice,vault,invoice_number,BELNR,stg_sap__rbkp,BELNR,direct,,,
CL0894,hub_invoice,vault,fiscal_year,GJAHR,stg_sap__rbkp,GJAHR,direct,,,
CL0895,hub_invoice,vault,load_date,load_date,stg_sap__rbkp,load_date,direct,,,
CL0896,hub_invoice,vault,record_source,record_source,stg_sap__rbkp,record_source,direct,,,
CL0897,hub_material,vault,hk_material,hk_material,stg_sap__mara,hk_material,direct,,,
CL0898,hub_material,vault,material_number,MATNR,stg_sap__mara,MATNR,direct,,,
CL0899,hub_material,vault,load_date,load_date,stg_sap__mara,load_date,direct,,,
CL0900,hub_material,vault,record_source,record_source,stg_sap__mara,record_source,direct,,,
CL0901,hub_material_document,vault,hk_material_document,hk_material_document,stg_sap__mkpf,hk_material_document,direct,,,
CL0902,hub_material_document,vault,material_document_number,MBLNR,stg_sap__mkpf,MBLNR,direct,,,
CL0903,hub_material_document,vault,fiscal_year,MJAHR,stg_sap__mkpf,MJAHR,direct,,,
CL0904,hub_material_document,vault,load_date,load_date,stg_sap__mkpf,load_date,direct,,,
CL0905,hub_material_document,vault,record_source,record_source,stg_sap__mkpf,record_source,direct,,,
CL0906,hub_movement_type,vault,hk_movement_type,hk_movement_type,stg_sap__t156,hk_movement_type,direct,,,
CL0907,hub_movement_type,vault,movement_type,BWART,stg_sap__t156,BWART,direct,,,
CL0908,hub_movement_type,vault,load_date,load_date,stg_sap__t156,load_date,direct,,,
CL0909,hub_movement_type,vault,record_source,record_source,stg_sap__t156,record_source,direct,,,
CL0910,hub_plant,vault,hk_plant,hk_plant,stg_sap__t001w,hk_plant,direct,,,
CL0911,hub_plant,vault,plant_code,WERKS,stg_sap__t001w,WERKS,direct,,,
CL0912,hub_plant,vault,load_date,load_date,stg_sap__t001w,load_date,direct,,,
CL0913,hub_plant,vault,record_source,record_source,stg_sap__t001w,record_source,direct,,,
CL0914,hub_purchase_order,vault,hk_purchase_order,hk_purchase_order,stg_sap__ekko,hk_purchase_order,direct,,,
CL0915,hub_purchase_order,vault,purchase_order_number,EBELN,stg_sap__ekko,EBELN,direct,,,
CL0916,hub_purchase_order,vault,load_date,load_date,stg_sap__ekko,load_date,direct,,,
CL0917,hub_purchase_order,vault,record_source,record_source,stg_sap__ekko,record_source,direct,,,
CL0918,hub_purchase_requisition,vault,hk_purchase_requisition,hk_purchase_requisition,stg_sap__eban,hk_purchase_requisition,direct,,,
CL0919,hub_purchase_requisition,vault,requisition_number,BANFN,stg_sap__eban,BANFN,direct,,,
CL0920,hub_purchase_requisition,vault,load_date,load_date,stg_sap__eban,load_date,direct,,,
CL0921,hub_purchase_requisition,vault,record_source,record_source,stg_sap__eban,record_source,direct,,,
CL0922,hub_sales_order,vault,hk_sales_order,hk_sales_order,stg_sap__vbak,hk_sales_order,direct,,,
CL0923,hub_sales_order,vault,sales_order_number,VBELN,stg_sap__vbak,VBELN,direct,,,
CL0924,hub_sales_order,vault,load_date,load_date,stg_sap__vbak,load_date,direct,,,
CL0925,hub_sales_order,vault,record_source,record_source,stg_sap__vbak,record_source,direct,,,
CL0926,hub_service_plan,vault,hk_service_plan,hk_service_plan,stg_sap__vbap,hk_service_plan,direct,,,
CL0927,hub_service_plan,vault,service_plan_id,MATNR,stg_sap__vbap,MATNR,direct,,,
CL0928,hub_service_plan,vault,load_date,load_date,stg_sap__vbap,load_date,direct,,,
CL0929,hub_service_plan,vault,record_source,record_source,stg_sap__vbap,record_source,direct,,,
CL0930,hub_vendor,vault,hk_vendor,hk_vendor,stg_sap__lfa1,hk_vendor,direct,,,
CL0931,hub_vendor,vault,vendor_id,LIFNR,stg_sap__lfa1,LIFNR,direct,,,
CL0932,hub_vendor,vault,load_date,load_date,stg_sap__lfa1,load_date,direct,,,
CL0933,hub_vendor,vault,record_source,record_source,stg_sap__lfa1,record_source,direct,,,
CL0934,hub_zmm_approval,vault,hk_zmm_approval,hk_zmm_approval,stg_sap__zmm_approval_log,hk_zmm_approval,direct,,,
CL0935,hub_zmm_approval,vault,approval_id,APPROVAL_ID,stg_sap__zmm_approval_log,APPROVAL_ID,direct,,,
CL0936,hub_zmm_approval,vault,load_date,load_date,stg_sap__zmm_approval_log,load_date,direct,,,
CL0937,hub_zmm_approval,vault,record_source,record_source,stg_sap__zmm_approval_log,record_source,direct,,,
CL0938,link_billing_accounting,vault,hk_billing_doc,v.hk_billing_doc,stg_sap__vbrk,hk_billing_doc,direct,,,
CL0939,link_billing_accounting,vault,hk_accounting_document,b.hk_accounting_document,stg_sap__bkpf,hk_accounting_document,direct,,,
CL0940,link_billing_accounting,vault,billing_document_number,v.VBELN,stg_sap__vbrk,VBELN,direct,,,
CL0941,link_billing_accounting,vault,accounting_document_number,b.BELNR,stg_sap__bkpf,BELNR,direct,,,
CL0942,link_billing_accounting,vault,fiscal_year,b.GJAHR,stg_sap__bkpf,GJAHR,direct,,,
CL0943,link_billing_accounting,vault,load_date,b.load_date,stg_sap__bkpf,load_date,direct,,,
CL0944,link_billing_accounting,vault,record_source,b.record_source,stg_sap__bkpf,record_source,direct,,,
CL0945,link_billing_customer,vault,hk_billing_doc,hk_billing_doc,stg_sap__vbrk,hk_billing_doc,direct,,,
CL0946,link_billing_customer,vault,hk_customer,hk_customer,stg_sap__vbrk,hk_customer,direct,,,
CL0947,link_billing_customer,vault,billing_document_number,VBELN,stg_sap__vbrk,VBELN,direct,,,
CL0948,link_billing_customer,vault,customer_id,KUNRG,stg_sap__vbrk,KUNRG,direct,,,
CL0949,link_billing_customer,vault,load_date,load_date,stg_sap__vbrk,load_date,direct,,,
CL0950,link_billing_customer,vault,record_source,record_source,stg_sap__vbrk,record_source,direct,,,
CL0951,link_billing_sales_order,vault,hk_billing_doc,hk_billing_doc,stg_sap__vbrp,hk_billing_doc,direct,,,
CL0952,link_billing_sales_order,vault,hk_sales_order,hk_sales_order,stg_sap__vbrp,hk_sales_order,direct,,,
CL0953,link_billing_sales_order,vault,billing_document_number,VBELN,stg_sap__vbrp,VBELN,direct,,,
CL0954,link_billing_sales_order,vault,sales_order_number,AUBEL,stg_sap__vbrp,AUBEL,direct,,,
CL0955,link_billing_sales_order,vault,load_date,load_date,stg_sap__vbrp,load_date,direct,,,
CL0956,link_billing_sales_order,vault,record_source,record_source,stg_sap__vbrp,record_source,direct,,,
CL0957,link_equipment_gr,vault,hk_equipment_gr,hk_equipment_gr,,hk_equipment_gr,direct,,,
CL0958,link_equipment_gr,vault,hk_equipment,hk_equipment,stg_sap__seri,hk_equipment,direct,,,
CL0959,link_equipment_gr,vault,hk_material_document,hk_material_document,stg_sap__mkpf,hk_material_document,direct,,,
CL0960,link_equipment_gr,vault,equipment_number,equipment_number,stg_sap__seri,EQUNR,direct,,,
CL0961,link_equipment_gr,vault,material_document_number,material_document_number,stg_sap__seri,MBLNR,direct,,,
CL0962,link_equipment_gr,vault,fiscal_year,fiscal_year,stg_sap__mkpf,MJAHR,direct,,,
CL0963,link_equipment_gr,vault,load_date,load_date,stg_sap__seri,load_date,direct,,,
CL0964,link_equipment_gr,vault,record_source,record_source,stg_sap__seri,record_source,direct,,,
CL0965,link_equipment_material,vault,hk_equipment_material,hk_equipment_material,stg_sap__equi,hk_equipment_material,direct,,,
CL0966,link_equipment_material,vault,hk_equipment,hk_equipment,stg_sap__equi,hk_equipment,direct,,,
CL0967,link_equipment_material,vault,hk_material,hk_material,stg_sap__equi,hk_material,direct,,,
CL0968,link_equipment_material,vault,equipment_number,equipment_number,stg_sap__equi,EQUNR,direct,,,
CL0969,link_equipment_material,vault,material_number,material_number,stg_sap__equi,MATNR,direct,,,
CL0970,link_equipment_material,vault,load_date,load_date,stg_sap__equi,load_date,direct,,,
CL0971,link_equipment_material,vault,record_source,record_source,stg_sap__equi,record_source,direct,,,
CL0972,link_gr_accounting,vault,hk_material_document,m.hk_material_document,stg_sap__mkpf,hk_material_document,direct,,,
CL0973,link_gr_accounting,vault,hk_accounting_document,b.hk_accounting_document,stg_sap__bkpf,hk_accounting_document,direct,,,
CL0974,link_gr_accounting,vault,material_document_number,m.MBLNR,stg_sap__mkpf,MBLNR,direct,,,
CL0975,link_gr_accounting,vault,accounting_document_number,b.BELNR,stg_sap__bkpf,BELNR,direct,,,
CL0976,link_gr_accounting,vault,fiscal_year,b.GJAHR,stg_sap__bkpf,GJAHR,direct,,,
CL0977,link_gr_accounting,vault,load_date,b.load_date,stg_sap__bkpf,load_date,direct,,,
CL0978,link_gr_accounting,vault,record_source,b.record_source,stg_sap__bkpf,record_source,direct,,,
CL0979,link_gr_material,vault,hk_gr_material,hk_gr_material,stg_sap__mseg,hk_gr_material,direct,,,
CL0980,link_gr_material,vault,hk_material_document,hk_material_document,stg_sap__mseg,hk_material_document,direct,,,
CL0981,link_gr_material,vault,hk_material,hk_material,stg_sap__mseg,hk_material,direct,,,
CL0982,link_gr_material,vault,material_document_number,material_document_number,stg_sap__mseg,MBLNR,direct,,,
CL0983,link_gr_material,vault,fiscal_year,fiscal_year,stg_sap__mseg,MJAHR,direct,,,
CL0984,link_gr_material,vault,material_number,material_number,stg_sap__mseg,MATNR,direct,,,
CL0985,link_gr_material,vault,load_date,load_date,stg_sap__mseg,load_date,direct,,,
CL0986,link_gr_material,vault,record_source,record_source,stg_sap__mseg,record_source,direct,,,
CL0987,link_gr_po,vault,hk_gr_po,hk_gr_po,stg_sap__mseg,hk_gr_po,direct,,,
CL0988,link_gr_po,vault,hk_material_document,hk_material_document,stg_sap__mseg,hk_material_document,direct,,,
CL0989,link_gr_po,vault,hk_purchase_order,hk_purchase_order,stg_sap__mseg,hk_purchase_order,direct,,,
CL0990,link_gr_po,vault,material_document_number,material_document_number,stg_sap__mseg,MBLNR,direct,,,
CL0991,link_gr_po,vault,fiscal_year,fiscal_year,stg_sap__mseg,MJAHR,direct,,,
CL0992,link_gr_po,vault,purchase_order_number,purchase_order_number,stg_sap__mseg,EBELN,direct,,,
CL0993,link_gr_po,vault,load_date,load_date,stg_sap__mseg,load_date,direct,,,
